3	4.189
35	1.592
67	1.035
99	0.799
131	0.761
163	0.678
195	0.629
227	0.595
259	0.572
291	0.586
323	0.566
355	0.550
387	0.559
419	0.575
451	0.551
483	0.539
515	0.538
547	0.626
579	0.587
611	0.542
643	0.538
675	0.557
707	0.549
739	0.544
771	0.541
803	0.554
835	0.549
867	0.545
899	0.542
931	0.554
963	0.548
995	0.576
