3	5.545
35	1.915
67	1.235
99	0.933
131	0.799
163	0.766
195	0.704
227	0.660
259	0.629
291	0.641
323	0.617
355	0.595
387	0.581
419	0.603
451	0.593
483	0.580
515	0.573
547	0.596
579	0.587
611	0.580
643	0.577
675	0.596
707	0.587
739	0.579
771	0.577
803	0.596
835	0.592
867	0.602
899	0.621
931	0.595
963	0.590
995	0.582
