3	1.643
35	0.596
67	0.387
99	0.311
131	0.271
163	0.260
195	0.242
227	0.227
259	0.219
291	0.224
323	0.216
355	0.210
387	0.207
419	0.212
451	0.209
483	0.205
515	0.204
547	0.210
579	0.208
611	0.206
643	0.204
675	0.210
707	0.207
739	0.205
771	0.205
803	0.210
835	0.208
867	0.206
899	0.205
931	0.209
963	0.208
995	0.206
