3	0.696
35	0.349
67	0.253
99	0.219
131	0.202
163	0.200
195	0.191
227	0.184
259	0.181
291	0.183
323	0.181
355	0.176
387	0.175
419	0.177
451	0.176
483	0.175
515	0.173
547	0.176
579	0.175
611	0.174
643	0.174
675	0.177
707	0.176
739	0.174
771	0.175
803	0.177
835	0.176
867	0.176
899	0.175
931	0.176
963	0.176
995	0.175
