3	2.737
35	0.893
67	0.566
99	0.445
131	0.389
163	0.381
195	0.352
227	0.330
259	0.317
291	0.322
323	0.310
355	0.301
387	0.296
419	0.320
451	0.300
483	0.295
515	0.293
547	0.303
579	0.298
611	0.296
643	0.295
675	0.303
707	0.300
739	0.298
771	0.295
803	0.303
835	0.301
867	0.297
899	0.328
931	0.344
963	0.322
995	0.297
