3	2.410
35	0.838
67	0.545
99	0.432
131	0.380
163	0.362
195	0.336
227	0.317
259	0.307
291	0.311
323	0.300
355	0.295
387	0.287
419	0.296
451	0.290
483	0.287
515	0.283
547	0.295
579	0.289
611	0.286
643	0.285
675	0.292
707	0.290
739	0.287
771	0.285
803	0.294
835	0.289
867	0.287
899	0.285
931	0.293
963	0.290
995	0.287
