3	3.040
35	1.264
67	0.842
99	0.695
131	0.615
163	0.614
195	0.578
227	0.548
259	0.553
291	0.541
323	0.525
355	0.512
387	0.506
419	0.520
451	0.509
483	0.542
515	0.569
547	0.518
579	0.509
611	0.503
643	0.501
675	0.515
707	0.511
739	0.503
771	0.503
803	0.516
835	0.511
867	0.506
899	0.503
931	0.514
963	0.510
995	0.575
